POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,TARGET(PRICE_IN_LACS)
0,0,0,3,1,1428.034573,1,1,38.0
1,0,1,3,1,1445.783133,1,1,96.0
0,0,0,2,1,960.0,1,1,24.0
0,0,0,3,1,1901.140684,1,1,50.0
1,0,0,2,1,1092.020967,1,1,75.0
0,0,0,3,1,909.0909091,1,1,45.0
1,1,1,4,1,6232.255384,0,1,900.0
2,0,0,3,1,1614.832536,1,0,67.5
1,0,0,2,1,1275.1801890000002,1,1,69.0
0,0,1,1,1,508.9058524,1,1,18.0
0,0,0,2,1,1208.053691,1,1,63.0
1,1,0,3,1,1830.161054,0,1,100.0
1,1,1,2,1,966.7812142,0,1,42.2
1,1,1,1,1,624.0358996,0,1,89.0
1,0,1,2,1,1119.444444,1,1,40.3
1,0,1,3,1,2452.984464,1,1,180.0
1,1,1,3,1,1889.872004,0,1,440.0
1,0,0,1,1,600.0176476,1,1,68.0
0,0,0,2,1,1062.134891,1,1,40.0
0,0,0,4,1,3142.0924010000003,1,1,270.0
0,0,0,2,1,849.2731446,1,1,11.1
1,1,1,1,1,353.0286139,0,0,38.0
0,0,0,2,1,1110.1622539999998,1,1,65.0
1,0,0,2,1,938.0863038999998,1,1,95.0
1,0,0,3,1,1480.090814,1,1,84.75
0,0,0,1,1,520.0594354,1,1,35.0
1,0,0,2,1,1025.056948,1,1,90.0
1,0,0,2,1,1149.409116,1,1,81.7
1,0,1,2,1,1194.822436,1,1,72.0
0,0,0,3,1,1529.98776,1,1,200.0
2,0,1,2,1,756.6666667000001,1,0,22.7
1,0,0,2,1,1160.092807,1,1,80.0
2,1,1,4,1,2727.272727,0,0,150.0
0,0,0,2,1,930.13642,1,1,45.0
1,0,0,4,1,3780.068729,1,1,220.0
0,0,0,2,1,750.0604887000001,1,1,31.0
0,0,1,2,1,660.0660066,1,1,32.0
0,0,0,2,1,1213.852196,1,1,34.0
2,1,1,2,1,560.00448,0,0,300.0
0,0,0,2,1,810.0289296,1,1,42.0
1,0,1,3,1,1852.58179,1,1,47.0
0,0,0,3,1,2000.0,1,1,60.0
1,0,1,3,1,1313.333333,1,0,39.4
1,0,0,3,1,1359.434475,1,1,25.0
0,0,0,2,1,1070.154578,1,1,27.0
1,0,0,3,1,1150.180743,1,1,70.0
1,0,0,2,1,1150.012778,1,1,180.0
1,0,0,3,1,1648.255304,1,1,94.0
0,1,0,2,1,807.847663,0,1,28.0
0,0,1,2,1,656.0962274,1,1,24.0
0,0,0,2,1,1180.257511,1,1,33.0
0,0,1,2,1,1050.119332,1,1,22.0
1,0,1,3,1,1805.309735,1,1,51.0
1,1,0,3,1,1100.0,0,0,55.0
1,0,0,2,1,1200.150943,1,1,79.51
0,0,0,2,1,761.0993658,1,1,18.0
1,0,0,1,1,660.0264011,1,1,110.0
0,0,0,3,1,1700.078616,1,1,86.5
1,0,1,3,1,2749.210875,1,1,270.0
1,0,1,3,1,2063.888889,1,1,74.3
1,0,1,3,1,1398.199579,1,1,73.0
1,0,0,3,1,1310.100878,1,1,100.0
0,0,1,2,1,840.1453223999999,1,1,37.0
0,0,0,2,1,1147.342995,1,1,38.0
2,0,1,1,1,649.9011019999999,1,0,23.0
0,0,0,3,1,1340.123291,1,1,50.0
1,1,1,2,1,1064.773736,0,1,48.0
1,0,0,3,1,1213.139231,1,1,65.0
1,0,0,2,1,903.1893875,1,1,32.0
0,0,0,2,1,849.8583569,1,1,30.0
0,0,0,2,1,1200.274348,1,1,35.0
0,0,0,2,1,1000.0,1,1,50.0
1,0,1,2,1,1297.149684,1,1,76.0
0,0,0,2,1,936.3811622000002,1,1,34.0
0,0,0,3,1,1100.110011,1,1,80.0
1,0,1,3,1,1900.23753,1,1,120.0
1,0,0,2,1,712.0058925,1,1,29.0
0,1,0,2,1,1189.7307449999998,0,1,38.0
1,0,0,3,1,1320.086153,1,1,190.0
1,1,1,2,1,556.2766548999999,0,1,150.0
0,0,0,2,1,750.1875468999999,1,1,20.0
1,0,0,2,1,746.0398569,1,1,29.2
2,1,1,2,1,527.9898218999999,0,0,24.9
0,0,0,2,1,1155.115512,1,1,35.0
1,0,1,2,1,1130.028627,1,1,75.0
0,0,1,2,1,900.090009,1,1,40.0
1,0,0,3,1,1360.020529,1,1,53.0
1,0,0,4,1,1468.053871,1,1,230.0
0,0,0,2,1,900.090009,1,1,30.0
0,0,0,2,1,1000.0,1,1,30.0
1,1,0,4,1,2907.801418,0,1,410.0
0,0,0,2,1,830.0863967,1,1,49.0
0,0,0,4,1,1500.0,1,1,90.0
0,0,0,2,1,1185.08942,1,1,55.0
0,0,0,3,1,1200.0,1,1,30.0
0,0,0,2,1,860.0917431,1,1,45.0
1,0,1,2,1,990.4912837000002,1,1,100.0
1,0,0,3,1,1532.329495,1,1,51.9
0,0,0,3,1,1256.499133,1,1,29.0
2,1,1,1,1,527.2727273,0,0,11.6
1,0,0,2,1,1130.00932,1,1,97.0
1,1,1,3,1,2484.234665,0,1,130.0
0,0,0,2,1,2400.960384,1,1,40.0
2,1,1,1,1,343.8914027,0,0,15.2
0,0,1,1,1,364.0145606,1,1,14.0
1,0,0,3,1,2013.007123,1,1,260.0
1,0,0,3,1,1586.042823,1,1,180.0
0,0,0,2,1,675.1227496,1,1,16.5
1,0,0,2,1,850.0,1,1,85.0
1,0,0,1,1,572.0005719999999,1,1,40.0
1,0,0,2,1,1040.118871,1,1,28.0
1,0,1,1,1,660.0660066,1,1,44.0
1,1,0,1,1,492.2724671,0,0,8.6
0,0,0,2,1,850.1563832999999,1,1,29.9
1,1,0,2,1,703.8712921,0,1,140.0
0,0,0,2,1,1200.0,1,1,48.0
0,0,0,2,1,1075.268817,1,1,40.0
1,0,1,1,1,594.0740741000001,1,1,40.1
1,0,1,4,1,1679.865611,1,1,140.0
1,0,0,1,1,440.0067693,1,1,130.0
1,0,0,3,1,1620.264719,1,1,35.5
1,0,0,2,1,871.3775308,1,1,43.9
1,0,0,2,1,1021.409456,1,1,22.9
1,0,0,1,1,550.0705218999999,1,1,39.0
0,0,0,2,1,915.0586831,1,1,46.0
0,0,1,2,1,600.1846722,1,1,13.0
1,0,0,3,1,1274.813331,1,1,70.0
1,0,0,2,1,1194.137869,1,1,66.0
0,0,1,3,1,2150.265621,1,1,85.0
1,0,0,2,1,992.1259843,1,1,25.2
0,0,0,1,1,530.0353357,1,1,12.0
1,0,1,2,1,1015.123265,1,1,49.0
0,0,0,3,1,1250.0,1,1,75.0
0,0,0,3,1,1133.144476,1,1,28.0
0,0,0,2,1,800.0,1,1,55.0
0,1,1,2,1,1000.0,0,1,55.0
1,0,0,2,1,1339.046599,1,1,50.0
1,0,1,3,1,870.0466661,1,1,110.0
0,0,0,2,1,1100.181206,1,1,42.5
1,1,0,4,1,2883.922134,0,1,240.0
1,0,1,2,1,1762.92222,1,1,250.0
1,0,1,3,1,1609.657948,1,1,200.0
1,0,0,2,1,1165.048544,1,1,30.0
1,0,0,3,1,1500.0,1,1,78.0
0,0,1,2,1,1294.03307,1,1,18.0
1,0,0,3,1,1450.0,1,1,81.2
0,0,0,3,1,1423.211282,1,1,110.0
1,0,0,4,1,3200.204813,1,1,250.0
1,1,0,3,1,1450.039547,0,1,220.0
1,0,1,2,1,1428.571429,1,0,40.0
0,0,1,2,1,964.8370497000002,1,1,22.5
1,1,1,2,1,660.0224408,0,0,100.0
1,0,1,2,1,988.2352941,1,0,50.4
1,0,1,1,1,710.0344576,1,1,68.0
1,0,0,3,1,1700.223714,1,1,76.0
1,0,0,3,1,1300.211416,1,1,36.9
1,0,0,3,1,1264.86213,1,1,150.0
1,1,0,1,1,440.0670578,0,1,21.0
0,0,0,2,1,1100.038825,1,1,85.0
2,0,1,3,1,1812.543074,1,0,52.6
0,0,0,2,1,1235.023041,1,1,67.0
1,0,0,3,1,1400.308325,1,1,54.5
1,0,0,1,1,667.0567583,1,1,57.0
0,0,0,3,1,1600.409486,1,1,93.8
0,0,1,3,1,980.0918836,1,1,32.0
2,0,1,1,1,804.9535603999999,1,0,13.0
1,1,0,4,1,3255.8139530000003,0,1,140.0
1,0,0,2,1,1008.130081,1,1,62.0
1,0,0,3,1,1886.465905,1,1,54.5
1,1,1,2,1,455.6664709,0,0,38.8
1,1,1,3,1,2033.209082,0,1,120.0
0,0,0,2,1,850.1335924000001,1,1,35.0
0,0,0,3,1,1058.028432,1,1,45.4
0,0,0,2,1,800.0,1,1,20.0
0,1,0,2,1,1185.344828,0,1,33.0
1,0,0,2,1,960.0808489,1,1,57.0
1,0,1,2,1,913.1156613,1,1,66.0
0,0,0,2,1,900.4237287999998,1,1,17.0
1,0,0,2,1,1054.078827,1,1,46.0
0,0,0,2,1,1027.059056,1,1,52.0
1,0,1,3,1,1575.013348,1,1,59.0
0,0,0,2,1,910.0364015,1,1,35.0
1,0,1,2,1,550.3577325,1,1,140.0
0,0,1,2,1,1157.1675300000002,1,1,67.0
0,0,0,2,1,850.0303582,1,1,28.0
0,0,0,1,1,605.0955414,1,1,38.0
1,1,1,3,1,1076.817558,0,1,31.4
1,1,1,2,1,843.9836026,0,1,140.0
0,0,0,2,1,1087.878788,1,1,35.9
1,0,0,2,1,806.1224490000001,1,1,39.5
1,0,1,3,1,1600.15804,1,1,81.0
1,0,1,3,1,1320.072333,1,1,73.0
0,0,0,2,1,1090.059694,1,1,42.0
1,0,0,3,1,1151.851852,1,1,31.1
1,1,0,2,1,999.6492459,0,1,28.5
1,1,1,4,1,3811.252269,0,1,420.0
0,0,1,3,1,1149.865849,1,1,30.0
0,0,0,2,1,1650.280899,1,1,47.0
1,0,1,2,1,666.6666667000001,1,1,160.0
0,1,1,3,1,1624.117328,0,1,89.7
0,0,0,2,1,830.1215535,1,1,28.0
0,0,0,3,1,1100.0,1,1,55.0
1,1,0,1,1,654.7539672,0,1,49.1
1,0,1,3,1,1306.506402,1,1,150.0
2,0,1,3,1,145892.8571,1,0,8170.0
1,1,1,3,1,1484.162896,0,0,82.0
2,1,1,3,1,1360.0,0,0,61.2
1,0,0,3,1,900.090009,1,1,60.0
0,0,0,2,1,1204.819277,1,1,70.0
0,0,1,2,1,925.0243427,1,1,19.0
1,0,0,3,1,1882.985878,1,1,140.0
1,0,0,3,1,1200.274348,1,1,35.0
1,0,0,2,1,1075.268817,1,1,40.0
1,0,0,3,1,1688.596491,1,1,53.9
1,0,1,5,1,2899.9064550000003,1,1,310.0
1,0,0,3,1,1586.109024,1,1,570.0
0,0,1,3,1,1320.020308,1,1,78.0
1,0,1,4,1,1405.283867,1,1,50.0
1,0,1,2,1,522.8438798000001,1,1,21.4
0,0,0,2,1,1109.09914,1,1,24.5
1,0,0,3,1,1256.055984,1,1,70.0
0,0,0,3,1,1280.0,1,1,48.0
1,0,1,1,1,424.9932182,1,0,47.0
1,0,0,2,1,1070.019394,1,1,160.0
1,0,0,2,1,1028.325699,1,1,110.0
0,0,0,3,1,1672.104405,1,1,82.0
0,0,1,2,1,950.0777336,1,1,55.0
1,0,1,1,1,617.990933,1,1,25.9
0,0,0,2,1,819.9121522999999,1,1,28.0
1,1,1,2,1,74810.84757,0,0,8800.0
0,0,1,2,1,924.7027741,1,1,21.0
0,0,0,6,1,2040.087724,1,1,400.0
1,0,0,4,1,4086.956522,1,0,470.0
1,0,0,1,1,662.2516555999999,1,1,130.0
1,0,0,3,1,1911.483605,1,1,130.0
0,0,0,2,1,1160.092807,1,1,80.0
1,1,0,2,1,1178.606002,0,1,48.7
0,0,0,2,1,1080.108011,1,1,60.0
1,1,1,4,1,2348.717949,0,0,91.6
0,0,0,2,1,1339.013999,1,1,110.0
0,0,0,2,1,1300.264869,1,1,54.0
0,0,1,3,1,1750.036459,1,1,120.0
1,1,1,1,1,715.0640152999999,0,1,52.5
0,0,0,2,1,1400.094922,1,1,59.0
1,0,0,3,1,1825.150575,1,1,200.0
1,1,1,3,1,2014.421959,0,1,86.6
1,1,0,2,1,926.4718268,0,1,110.0
1,0,0,3,1,2032.520325,1,1,70.0
1,0,1,1,1,694.8640482999999,1,1,29.9
1,0,0,3,1,1682.651859,1,1,100.0
0,0,0,3,1,1620.22035,1,1,75.0
1,0,0,2,1,1011.122346,1,1,200.0
1,0,0,1,1,619.9078994,1,1,35.0
1,0,0,2,1,1266.7849,1,1,100.0
1,0,1,2,1,924.1706161,1,1,19.5
1,0,0,3,1,1567.398119,1,1,50.0
0,0,1,1,1,600.0375022999999,1,1,32.0
1,0,0,2,1,147384.6154,1,0,9580.0
0,0,0,2,1,1000.0,1,1,67.9
1,0,0,1,1,711.0623247000001,1,1,58.3
1,0,0,4,1,2600.028889,1,1,900.0
1,0,0,2,1,1160.162724,1,1,77.0
1,0,0,3,1,1569.506726,1,1,49.0
0,1,0,2,1,771.0100231,0,1,30.0
1,0,1,3,1,1184.931507,1,1,86.5
1,0,1,3,1,133117.3405,1,0,9450.0
0,0,0,1,1,615.14802,1,1,16.0
1,0,1,2,1,1157.082749,1,1,66.0
1,0,0,3,1,1732.409382,1,1,130.0
1,0,0,2,1,850.2386635,1,1,28.5
0,0,0,3,1,1280.409731,1,1,30.0
1,0,0,3,1,1500.0,1,1,120.0
1,0,0,1,1,580.0,1,1,29.0
1,1,1,1,1,505.3831539,0,0,39.9
0,0,0,2,1,1050.098447,1,1,48.0
1,0,1,2,1,1032.791118,1,1,120.0
1,0,1,3,1,1396.070321,1,1,40.5
1,0,0,2,1,918.079096,1,1,65.0
0,0,0,3,1,1498.287671,1,1,70.0
1,0,1,3,1,1755.034177,1,1,380.0
1,0,0,4,1,2504.173623,1,1,150.0
1,1,1,3,1,1405.0325710000002,0,1,110.0
1,0,0,1,1,637.2673973999999,1,1,100.0
1,1,1,2,1,505.9065228999999,0,1,19.7
1,1,0,2,1,1048.315603,0,1,47.3
1,0,0,2,1,1160.128225,1,1,76.0
1,0,0,3,1,1830.0122,1,1,360.0
1,0,0,2,1,810.1851852000001,1,1,35.0
1,1,1,3,1,1032.36246,0,0,31.9
0,0,0,1,1,8992.805755,1,1,25.0
1,0,0,4,1,2300.070771,1,1,130.0
0,0,0,2,1,1134.141572,1,1,58.0
0,0,1,2,1,1372.683596,1,1,120.0
1,0,0,3,1,1622.247972,1,1,140.0
0,0,0,3,1,1250.0,1,1,55.0
1,0,0,4,1,2436.738519,1,1,130.0
1,0,0,3,1,1559.1778880000002,1,1,110.0
1,0,0,4,1,3500.028,1,1,1250.0
0,0,0,2,1,1115.053218,1,1,44.0
2,1,1,2,1,1103.996467,0,0,100.0
0,0,0,2,1,712.0662869,1,1,27.5
1,1,0,2,1,492.743236,0,1,110.0
2,1,1,1,1,483.3239118,0,0,34.2
1,0,0,4,1,5043.646945,1,1,520.0
0,0,0,1,1,408.589323,1,1,13.7
1,0,0,2,1,917.9265659,1,1,42.5
0,0,1,3,1,1600.0,1,1,74.0
1,0,0,2,1,1100.145608,1,1,68.0
1,0,0,2,1,1350.186728,1,1,47.0
1,0,0,3,1,1459.059233,1,1,67.0
1,0,1,3,1,1571.574991,1,1,46.0
0,0,0,2,1,736.1601885,1,1,25.0
0,0,1,2,1,1200.0,1,1,42.0
0,1,1,3,1,1585.471317,0,1,110.0
1,0,1,3,1,1500.060002,1,1,250.0
1,0,0,3,1,1570.247934,1,1,95.0
1,1,1,2,1,649.1398896000001,0,1,120.0
1,0,0,3,1,2588.867868,1,1,260.0
1,0,0,3,1,1819.652244,1,1,90.0
1,1,0,2,1,967.9245283,0,1,51.3
1,0,1,3,1,1350.009927,1,1,68.0
1,1,1,4,1,2236.719478,0,1,120.0
1,0,0,2,1,849.0566037999998,1,1,45.0
1,0,0,3,1,1507.3071630000002,1,1,230.0
0,0,0,1,1,500.0,1,1,17.0
0,0,1,2,1,1296.829971,1,1,72.0
2,1,0,2,1,848.0,0,0,21.2
0,0,0,3,1,1450.116009,1,1,75.0
0,0,0,3,1,1100.208147,1,1,37.0
1,0,1,3,1,1139.177811,1,1,23.0
0,0,0,2,1,585.0234009,1,1,30.0
1,0,0,2,1,813.2974127,1,1,320.0
1,0,1,2,1,1031.018682,1,1,58.5
1,0,1,3,1,1460.127293,1,1,78.0
1,0,1,3,1,1615.308151,1,1,130.0
0,0,0,2,1,910.0455023,1,1,52.0
0,0,0,2,1,1200.111638,1,1,43.0
1,0,1,3,1,2912.267929,1,1,320.0
1,0,0,4,1,4290.575529,1,1,290.0
1,0,1,3,1,1751.046821,1,1,230.0
1,1,0,3,1,1194.872909,0,1,55.0
1,0,0,2,1,809.5854922,1,1,100.0
1,0,1,4,1,2124.896706,1,1,180.0
1,0,1,2,1,885.0103937000001,1,1,430.0
0,0,0,2,1,1185.146168,1,1,90.0
0,0,0,2,1,930.2325581,1,1,30.0
1,1,1,2,1,499.6366279,0,0,110.0
0,0,1,3,1,1576.109498,1,1,38.0
1,0,0,3,1,2449.26522,1,1,210.0
1,1,1,2,1,1448.225923,0,1,140.0
1,0,1,3,1,1401.164044,1,1,65.0
0,0,1,2,1,1153.324288,1,1,25.5
0,0,0,1,1,600.0,1,1,33.0
1,1,1,1,1,454.3463296,0,0,72.6
2,0,0,1,1,895.1048950999999,1,0,32.0
1,0,0,2,1,1250.0,1,1,50.0
1,0,0,2,1,1140.021459,1,1,85.0
1,0,0,2,1,1500.150015,1,1,100.0
0,0,0,2,1,1225.02827,1,1,65.0
1,0,1,4,1,2571.428571,1,1,180.0
1,0,0,3,1,1600.0,1,1,250.0
0,0,1,3,1,1829.826167,1,1,100.0
1,1,1,1,1,457.0042902,0,0,98.0
1,0,0,3,1,2300.084336,1,1,300.0
1,0,1,3,1,2033.249611,1,1,170.0
1,0,0,3,1,1851.021959,1,1,950.0
0,0,0,3,1,1665.231123,1,1,58.0
1,1,0,2,1,1122.140699,0,1,78.0
0,0,0,1,1,651.0003176,1,1,20.5
1,1,1,3,1,1489.108911,0,0,75.2
1,0,1,4,1,2189.839572,1,0,81.9
0,0,0,2,1,980.0918836,1,1,32.0
0,0,1,2,1,1195.219124,1,1,51.0
1,1,1,2,1,696.0879855000001,0,1,100.0
1,0,1,1,1,674.8826291,1,1,23.0
0,0,0,2,1,920.0,1,1,46.0
0,0,0,2,1,693.9854594,1,1,21.0
1,0,1,3,1,1605.605021,1,1,110.0
1,0,0,2,1,1139.014684,1,1,83.0
1,0,1,1,1,622.8956228999999,1,1,25.9
1,0,0,3,1,1738.0509,1,1,140.0
1,0,0,3,1,1330.203443,1,1,51.0
1,0,0,4,1,2800.0,1,1,700.0
0,0,0,2,1,730.0602299999999,1,1,40.0
0,0,0,3,1,1615.695326,1,1,84.0
1,0,1,1,1,641.0256410000001,1,1,35.0
1,0,0,2,1,1055.194805,1,1,32.5
1,1,1,2,1,1011.680309,0,1,110.0
0,0,0,2,1,974.025974,1,1,48.0
1,1,0,1,1,760.0,0,1,24.7
1,1,1,2,1,572.4098454,0,0,130.0
0,0,0,3,1,1500.150015,1,1,50.0
1,1,0,3,1,1263.1578949999998,0,1,72.0
0,0,1,2,1,840.0,1,1,42.0
2,0,1,2,1,1100.0,1,0,36.3
1,0,0,3,1,1263.902932,1,1,100.0
1,0,0,2,1,1282.051282,1,1,68.0
1,0,0,1,1,450.0211775,1,1,85.0
0,0,0,3,1,1300.0,1,1,65.0
0,1,0,3,1,1265.182186,0,1,25.0
1,0,0,2,1,883.2059055999999,1,1,33.5
1,1,1,3,1,1620.2680810000002,0,1,220.0
0,0,0,2,1,780.0312012,1,1,20.0
0,0,0,2,1,807.4283407,1,1,20.0
0,0,0,1,1,550.0550055,1,1,25.0
0,0,0,2,1,1000.0,1,1,51.0
1,1,0,2,1,1010.0,0,1,20.2
0,0,1,2,1,1000.0,1,1,55.0
1,0,0,3,1,1687.478907,1,1,150.0
1,0,1,3,1,1645.091694,1,1,61.0
1,0,0,3,1,1451.216789,1,1,65.0
1,1,1,2,1,699.6812562999999,0,1,180.0
0,0,0,3,1,2071.500167,1,1,62.0
1,0,0,3,1,1869.158879,1,0,110.0
1,1,1,1,1,463.0021142,0,0,21.9
1,0,0,4,1,2746.365105,1,1,170.0
2,1,0,2,1,932.2625698,0,0,26.7
1,0,1,5,1,3558.718861,1,1,110.0
1,0,0,2,1,1068.75,1,1,34.2
1,1,1,3,1,642.3394151000001,0,0,25.7
1,1,1,3,1,2995.370791,0,1,330.0
0,0,0,3,1,1450.589302,1,1,32.0
1,0,1,4,1,3193.102898,1,1,800.0
0,0,0,2,1,1200.0,1,1,60.0
0,0,0,3,1,1699.497876,1,1,44.0
1,0,0,3,1,1825.201825,1,1,52.0
1,0,0,1,1,675.0675068,1,1,60.0
0,0,0,2,1,820.2099738,1,1,25.0
1,0,0,3,1,1841.213728,1,1,250.0
1,1,1,1,1,685.0357741,0,1,45.0
1,0,1,3,1,1995.759012,1,1,160.0
1,0,0,3,1,1388.4829,1,1,190.0
1,0,1,3,1,1711.9100019999998,1,1,140.0
1,0,0,2,1,875.0607681,1,1,90.0
1,0,0,3,1,1369.0975130000002,1,1,98.0
1,1,1,2,1,603.5578145,0,0,76.0
0,0,1,3,1,1333.333333,1,1,1.0
1,1,0,2,1,1000.0,0,1,45.0
1,0,0,3,1,1375.24558,1,1,42.0
1,0,0,1,1,635.1292159,1,1,29.0
0,0,0,3,1,1375.24558,1,1,42.0
1,0,0,2,1,933.6465062,1,1,31.8
1,0,0,2,1,900.0452284,1,1,19.9
1,0,1,2,1,1200.252685,1,1,38.0
1,0,0,3,1,2310.030395,1,1,950.0
1,0,1,2,1,1300.21214,1,1,190.0
1,0,0,3,1,1245.210728,1,1,52.0
1,0,0,1,1,610.0536847,1,1,50.0
1,0,0,3,1,2255.588169,1,1,99.9
0,0,0,1,1,540.1755571,1,1,8.0
1,0,0,2,1,960.0,1,1,120.0
1,0,1,3,1,1752.966559,1,1,130.0
1,1,1,2,1,491.5883767,0,0,45.0
0,0,0,2,1,1199.904008,1,1,50.0
1,0,1,3,1,1444.872783,1,1,93.7
1,0,0,2,1,1111.111111,1,1,15.9
1,0,0,2,1,800.0,1,1,95.0
1,0,0,1,1,665.0544135,1,1,55.0
1,0,0,3,1,1699.854298,1,1,70.0
1,0,0,3,1,1602.136182,1,1,120.0
2,1,1,2,1,622.1279603999999,0,0,35.2
1,0,0,1,1,600.0857265,1,1,28.0
0,0,0,2,1,930.3246239,1,1,23.5
1,0,0,3,1,2255.3782100000003,1,1,130.0
1,0,0,3,1,2100.105005,1,1,120.0
1,1,1,2,1,1149.954002,0,1,150.0
0,0,0,2,1,850.0188893,1,1,45.0
1,0,0,3,1,1729.305972,1,1,150.0
1,0,0,1,1,487.5986471,1,1,17.3
1,0,1,1,1,559.9731213,1,1,100.0
1,0,0,2,1,216494.8454,1,1,420.0
1,0,1,3,1,1690.189929,1,1,97.0
1,0,0,3,1,1448.717949,1,1,67.8
0,0,0,2,1,1060.267857,1,1,38.0
1,0,0,4,1,3250.270856,1,1,150.0
0,0,0,2,1,1100.052383,1,1,63.0
1,1,1,2,1,560.758145,0,0,100.0
0,0,0,3,1,1599.803101,1,1,65.0
0,1,0,2,1,687.732342,0,1,18.5
1,0,0,1,1,600.0,1,1,66.0
1,0,0,3,1,1550.8684859999998,1,1,25.0
0,0,0,3,1,1315.0769710000002,1,1,170.0
0,0,0,2,1,1250.0,1,1,65.0
0,1,0,3,1,1414.913958,0,1,74.0
0,0,0,2,1,899.9742864,1,1,35.0
1,0,0,3,1,988.1965413,1,1,36.0
1,0,0,4,1,2829.044861,1,1,210.0
1,0,0,2,1,1033.362858,1,1,70.0
0,0,0,2,1,900.024325,1,1,37.0
1,0,0,2,1,850.0303582,1,1,28.0
1,0,1,1,1,747.3108133999999,1,0,39.6
0,0,0,2,1,1100.046318,1,1,95.0
0,0,0,3,1,1250.0,1,1,50.0
1,1,1,1,1,431.5585543,0,0,64.6
1,0,0,3,1,1800.180018,1,1,160.0
1,0,1,2,1,1150.040118,1,1,43.0
1,0,0,2,1,918.079096,1,1,52.0
0,0,0,1,1,670.2412869,1,1,12.5
1,0,1,2,1,921.069464,1,1,72.0
0,0,0,2,1,1075.268817,1,1,37.0
1,0,0,2,1,1074.883554,1,1,30.0
1,0,1,3,1,1492.132393,1,1,55.0
1,0,1,2,1,1301.960784,1,1,16.6
1,1,1,2,1,985.1736247,0,1,50.5
1,1,0,3,1,1482.213439,0,1,120.0
1,0,1,3,1,1575.203252,1,1,62.0
0,0,0,3,1,1450.139054,1,1,73.0
1,0,0,2,1,1113.888889,1,1,40.1
1,0,1,2,1,963.2683658,1,1,25.7
0,0,0,3,1,1050.199538,1,1,50.0
1,0,0,2,1,949.7206704,1,1,170.0
1,1,1,3,1,1160.811695,0,1,53.2
0,0,0,3,1,2021.276596,1,1,95.0
1,1,1,2,1,919.3993258,0,1,180.0
0,0,0,2,1,1187.119751,1,1,80.0
0,0,0,2,1,1280.199944,1,1,46.1
1,1,1,1,1,781.4285714,0,1,54.7
0,0,0,3,1,1500.0,1,1,390.0
0,0,0,2,1,1065.1090880000002,1,1,62.0
0,0,0,2,1,1300.268097,1,1,48.5
1,1,1,1,1,651.4657980000001,0,1,100.0
1,0,0,2,1,760.9756097999999,1,1,15.6
1,0,0,2,1,1350.048216,1,1,140.0
1,0,1,2,1,1224.489796,1,1,30.0
0,0,0,1,1,296.969697,1,1,4.9
0,0,0,2,1,1200.0,1,1,54.0
1,0,0,2,1,1109.148017,1,1,56.5
1,0,1,2,1,771.0280374,1,1,99.0
1,1,1,2,1,988.8751545,0,1,160.0
0,0,0,2,1,850.3401361,1,1,20.0
1,1,0,2,1,1065.384615,0,1,27.7
1,0,0,2,1,1106.006466,1,1,65.0
1,0,0,3,1,1427.165354,1,1,87.0
1,0,1,3,1,1850.383294,1,1,70.0
2,0,1,3,1,2017.56526,1,0,82.7
0,0,0,2,1,544.032642,1,1,32.0
1,1,1,1,1,675.0675068,0,1,30.0
0,0,0,2,1,1092.194025,1,1,34.0
0,0,0,2,1,979.934671,1,1,42.0
1,0,0,4,1,2625.714286,1,1,91.9
1,0,0,2,1,925.1471825,1,1,55.0
0,0,0,2,1,750.0,1,1,15.0
1,1,1,2,1,1260.0,0,1,81.9
0,0,0,2,1,640.2048656000001,1,1,15.0
1,0,0,1,0,450.0450045,1,1,30.0
1,0,1,2,1,495.378544,1,0,47.7
0,0,0,3,1,1649.560117,1,1,45.0
1,0,1,3,1,1687.40772,1,1,160.0
0,0,0,2,1,1350.256549,1,1,50.0
1,0,0,1,1,225.005181,1,1,76.0
1,0,1,3,1,2016.564638,1,1,280.0
0,0,0,2,1,1200.0,1,1,60.0
1,1,1,2,1,950.444861,0,0,360.0
1,1,1,1,1,700.0622278,0,1,45.0
0,0,0,3,1,1400.098831,1,1,85.0
1,0,0,3,1,1577.079774,1,1,120.0
2,0,1,2,1,500.5347594,1,0,23.4
0,1,0,2,1,990.0990099,0,1,50.0
1,0,0,3,1,2250.056251,1,1,600.0
0,0,0,2,1,800.0,1,1,25.0
0,0,0,2,1,700.0538502999999,1,1,39.0
0,0,0,1,1,800.0,1,1,19.0
1,0,0,4,1,3596.198305,1,1,280.0
0,0,0,3,1,1775.037369,1,1,95.0
1,0,0,2,1,800.0,1,1,29.0
0,0,1,2,1,1299.82669,1,1,45.0
0,0,1,2,1,1171.833387,1,1,110.0
0,0,0,1,1,860.1177002999999,1,1,38.0
1,0,0,2,1,1049.92574,1,1,91.9
0,0,0,3,1,1725.274725,1,1,78.5
1,1,1,2,1,1092.355452,0,1,56.3
1,0,0,2,1,1130.143034,1,1,64.0
0,0,1,3,1,1541.210632,1,1,69.0
0,0,0,4,1,4067.520846,1,1,200.0
1,0,0,2,1,1060.029957,1,1,92.0
1,0,1,2,1,1350.048216,1,1,280.0
0,0,0,3,1,1402.24359,1,1,70.0
